WELL,DEPTH,GR,RHOB,NPHI,RT,DTC,DTS,PEF,CALI,VSH,PHIE,SW,FACIES,GROUP,FORMATION
VOLVE_15_9-01,1500.0,93.50204551643056,2.632480066170737,0.10672738179707089,292.52036851487344,67.67410046466229,104.52080510089428,3.1626694869893592,9.139987081510807,0.7258115453794595,0.02,0.47679146148489443,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1500.15,90.58230730496798,2.645461762652123,0.120428879822417,368.1465901375272,77.6520339239667,128.92134287157302,3.1590446093690194,8.25591239255479,0.7096926885389434,0.02,0.43819154387108167,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1500.3,98.15773046622158,2.6265004518799073,0.1315007406597168,500.0,66.7861134496643,111.92050276639812,3.3076639273265194,12.074873254886056,0.7627216841173334,0.02,0.37277275924078224,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1500.45,94.72707886074909,2.581255953063716,0.11265981881668705,302.5244857073567,77.10835995431404,118.1238665659478,2.9901581074125247,8.0,0.7678594728691367,0.02,0.5266952389193379,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1500.6,110.38422906081055,2.607429335876998,0.1496353455012477,297.0496324801912,70.88637856683611,117.18403601484579,3.1060315818983124,10.67291824512254,0.7589492800364269,0.02,0.4901356620783377,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1500.75,92.19147073098583,2.631927401434442,0.12886689152458838,302.93623432421305,77.3584043812673,127.02723150340483,2.8526901428874183,9.304327827999172,0.7814540732453938,0.02,0.46911409923622555,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1500.9,93.86157141028517,2.605458081325812,0.12490878229412224,421.62805850926,66.67506450498153,100.7816991341558,2.8070409979464865,8.954586176099786,0.7556342294363944,0.02,0.4288310002272965,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1501.05,95.17074917346096,2.6504021227891728,0.14044179637777537,469.57739752683017,72.76986770410713,116.0126948324319,3.3529657569207205,10.713447571115717,0.7652574704878492,0.02,0.406609365340998,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1501.2,107.69799853104332,2.616736403436671,0.13188846309878785,315.6532927236217,77.79429035842752,126.17496451427112,2.837576242528585,8.772500913757693,0.7631108574675857,0.02,0.4907278925936786,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1501.35,89.81536080346115,2.6197049754271884,0.14951169528971936,246.53435325074057,75.34458322797383,121.36751025834494,3.128262415390578,8.90532029664398,0.751747726877354,0.02,0.5568713660744741,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1501.5,97.3409780088335,2.6404948839780347,0.11219160164225447,314.97977580169106,71.93954393769667,106.5505649162719,3.1062085599014964,8.708273489470802,0.739067015988452,0.02,0.48262842863358746,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1501.65,104.32375220921625,2.614343002053814,0.11533929208607296,407.3861954531167,68.77933796572688,110.70285301774611,3.2349961788674544,9.695177170478988,0.8219134935156164,0.02,0.42826096775004363,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1501.8,97.1985842154126,2.6215255407145635,0.12516831086935393,309.9063828364455,69.05107605292402,113.66304614183682,2.6683598702801845,9.339208606575696,0.7424270809688406,0.02,0.4848839606425722,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1501.95,101.149726513805,2.6359824696799823,0.13168052982830603,372.81172317811564,77.06754880562558,131.20604893333854,3.1782413985092366,8.183269468363884,0.7365053757973717,0.02,0.4692594646268751,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1502.1,104.22890459012832,2.5885545876833262,0.11068449868340678,329.44343932224103,72.52522540495312,112.69640464718925,2.9883935987169608,9.665843306493993,0.7699974504357147,0.02,0.5252514164344259,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1502.25,95.42283208023977,2.6122940367522487,0.10699905962837432,289.6442330960341,73.25507847141029,114.480859771612,2.8800181763075194,9.164369618971376,0.7650275390825301,0.02,0.5109699205953453,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1502.4,93.9731928181982,2.634583065907582,0.13101928023212012,500.0,73.33704859215595,116.29494391808647,2.949836497647922,8.907360351426957,0.7158221639024027,0.02,0.31665552246522466,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1502.55,90.93273902281415,2.619312002966852,0.12366530841724001,286.00713059743686,70.10427256254258,113.62291570665258,3.2073541574082007,8.474799501303448,0.7921394650902618,0.02,0.5161789497485013,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1502.7,97.32740097663245,2.6473466762415496,0.10436861187147653,377.3139015596665,74.51438336773586,119.70810222649166,3.1462481034650147,9.2225525462158,0.7561256414107663,0.02,0.42801372194802567,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1502.85,90.01097899061394,2.5864815328362614,0.14822407763013423,500.0,71.43345379584005,117.31506601317953,2.9744153083989,8.773495425671223,0.7261150118923531,0.02,0.39817306649527096,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1503.0,99.64980191738249,2.584199964641077,0.12670365503701353,335.1891346939173,74.96304815613402,114.31494433873874,2.772178507186144,9.42412229843489,0.7955969899703692,0.02,0.4807554264724326,1,HUGIN FM,HUGIN SAND
VOLVE_15_9-01,1503.15,90.59650057923456,2.6333937303324544,0.15987522139833565,278.02627646550616,72.0197124811927,117.21580841639107,2.786291080617672,9.413914627439299,0.7791932621401899,0.02,0.5058815340935575,1,HUGIN FM,HUGIN SAND
